AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
New York;51-4071;Foundry Mold and Coremakers;23.05;47,950
New York;51-4072;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;19.80;41,190
New York;51-4081;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;22.63;47,070
New York;51-4111;Tool and Die Makers;31.56;65,640
New York;51-4121;Welders, Cutters, Solderers, and Brazers;28.59;59,480
New York;51-4122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;21.22;44,140
New York;51-4191;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;25.71;53,490
New York;51-4192;Layout Workers, Metal and Plastic;33.93;70,570
New York;51-4193;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;20.81;43,290
New York;51-4194;Tool Grinders, Filers, and Sharpeners;19.55;40,660
New York;51-4199;Metal Workers and Plastic Workers, All Other;25.16;52,340
New York;51-5111;Prepress Technicians and Workers;24.72;51,420
New York;51-5112;Printing Press Operators;23.02;47,880
New York;51-5113;Print Binding and Finishing Workers;20.39;42,420
New York;51-6011;Laundry and Dry-Cleaning Workers;17.31;36,000
New York;51-6021;Pressers, Textile, Garment, and Related Materials;17.27;35,920
New York;51-6031;Sewing Machine Operators;18.57;38,630
New York;51-6041;Shoe and Leather Workers and Repairers;18.90;39,300
New York;51-6042;Shoe Machine Operators and Tenders;18.73;38,960
New York;51-6051;Sewers, Hand;17.94;37,320
New York;51-6052;Tailors, Dressmakers, and Custom Sewers;21.48;44,690
New York;51-6061;Textile Bleaching and Dyeing Machine Operators and Tenders;*;*
New York;51-6062;Textile Cutting Machine Setters, Operators, and Tenders;22.13;46,030
New York;51-6063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;18.90;39,300
New York;51-6064;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;16.78;34,910
New York;51-6091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;19.27;40,080
New York;51-6092;Fabric and Apparel Patternmakers;44.06;91,650
New York;51-6093;Upholsterers;26.20;54,490
New York;51-6099;Textile, Apparel, and Furnishings Workers, All Other;24.49;50,940
New York;51-7011;Cabinetmakers and Bench Carpenters;25.14;52,280
New York;51-7021;Furniture Finishers;22.20;46,180
New York;51-7041;Sawing Machine Setters, Operators, and Tenders, Wood;20.45;42,540
New York;51-7042;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;20.13;41,880
New York;51-7099;Woodworkers, All Other;20.20;42,010
New York;51-8011;Nuclear Power Reactor Operators;65.77;136,800
New York;51-8012;Power Distributors and Dispatchers;55.38;115,190
New York;51-8013;Power Plant Operators;52.21;108,590
New York;51-8021;Stationary Engineers and Boiler Operators;43.49;90,450
New York;51-8031;Water and Wastewater Treatment Plant and System Operators;31.84;66,230
New York;51-8091;Chemical Plant and System Operators;29.79;61,970
New York;51-8092;Gas Plant Operators;41.49;86,290
New York;51-8093;Petroleum Pump System Operators, Refinery Operators, and Gaugers;32.69;67,990
New York;51-8099;Plant and System Operators, All Other;32.60;67,810
New York;51-9011;Chemical Equipment Operators and Tenders;25.31;52,640
New York;51-9012;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;25.18;52,370
New York;51-9021;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;24.89;51,760
New York;51-9022;Grinding and Polishing Workers, Hand;22.68;47,180
New York;51-9023;Mixing and Blending Machine Setters, Operators, and Tenders;24.08;50,080
New York;51-9031;Cutters and Trimmers, Hand;23.50;48,880
New York;51-9032;Cutting and Slicing Machine Setters, Operators, and Tenders;22.32;46,420
New York;51-9041;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;23.79;49,480
New York;51-9051;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;26.08;54,250
New York;51-9061;Inspectors, Testers, Sorters, Samplers, and Weighers;24.57;51,110
New York;51-9071;Jewelers and Precious Stone and Metal Workers;29.31;60,950
New York;51-9081;Dental Laboratory Technicians;25.79;53,650
New York;51-9082;Medical Appliance Technicians;23.17;48,200
New York;51-9083;Ophthalmic Laboratory Technicians;18.93;39,370
New York;51-9111;Packaging and Filling Machine Operators and Tenders;20.04;41,680
New York;51-9123;Painting, Coating, and Decorating Workers;27.70;57,610
New York;51-9124;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;23.74;49,380
New York;51-9141;Semiconductor Processing Technicians;22.06;45,880
New York;51-9151;Photographic Process Workers and Processing Machine Operators;34.21;71,150
New York;51-9161;Computer Numerically Controlled Tool Operators;24.91;51,810
New York;51-9162;Computer Numerically Controlled Tool Programmers;32.22;67,030
New York;51-9191;Adhesive Bonding Machine Operators and Tenders;20.01;41,610
New York;51-9192;Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders;22.92;47,680
New York;51-9193;Cooling and Freezing Equipment Operators and Tenders;18.52;38,510
New York;51-9194;Etchers and Engravers;20.77;43,200
New York;51-9195;Molders, Shapers, and Casters, Except Metal and Plastic;24.09;50,100
New York;51-9196;Paper Goods Machine Setters, Operators, and Tenders;24.27;50,470
New York;51-9198;Helpers--Production Workers;19.49;40,540
New York;51-9199;Production Workers, All Other;20.06;41,720
New York;53-0000;Transportation and Material Moving Occupations;26.00;54,070
New York;53-1041;Aircraft Cargo Handling Supervisors;29.27;60,880
New York;53-1047;First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors;33.59;69,860
New York;53-2011;Airline Pilots, Copilots, and Flight Engineers;*;238,630
New York;53-2012;Commercial Pilots;*;199,690
New York;53-2021;Air Traffic Controllers;66.97;139,290
New York;53-2022;Airfield Operations Specialists;23.61;49,110
New York;53-2031;Flight Attendants;*;74,600
New York;53-3011;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;19.14;39,800
New York;53-3031;Driver/Sales Workers;20.91;43,480
New York;53-3032;Heavy and Tractor-Trailer Truck Drivers;29.28;60,910
New York;53-3033;Light Truck Drivers;22.92;47,680
New York;53-3051;Bus Drivers, School;26.43;54,970
New York;53-3052;Bus Drivers, Transit and Intercity;35.30;73,420
New York;53-3053;Shuttle Drivers and Chauffeurs;20.30;42,220
New York;53-3054;Taxi Drivers;17.22;35,820
New York;53-3099;Motor Vehicle Operators, All Other;22.24;46,250
New York;53-4011;Locomotive Engineers;45.13;93,880
New York;53-4013;Rail Yard Engineers, Dinkey Operators, and Hostlers;37.28;77,550
New York;53-4022;Railroad Brake, Signal, and Switch Operators and Locomotive Firers;44.46;92,470
New York;53-4031;Railroad Conductors and Yardmasters;36.84;76,640
New York;53-5011;Sailors and Marine Oilers;29.37;61,080
New York;53-5021;Captains, Mates, and Pilots of Water Vessels;45.33;94,280
New York;53-5022;Motorboat Operators;32.90;68,430
New York;53-5031;Ship Engineers;56.94;118,430
New York;53-6011;Bridge and Lock Tenders;22.52;46,840
New York;53-6021;Parking Attendants;17.48;36,360
New York;53-6031;Automotive and Watercraft Service Attendants;17.01;35,380
New York;53-6032;Aircraft Service Attendants;20.42;42,480
New York;53-6041;Traffic Technicians;29.91;62,210
New York;53-6051;Transportation Inspectors;41.93;87,210
New York;53-6061;Passenger Attendants;19.58;40,720
New York;53-6099;Transportation Workers, All Other;22.61;47,020
New York;53-7011;Conveyor Operators and Tenders;20.83;43,330
New York;53-7021;Crane and Tower Operators;56.82;118,190
New York;53-7041;Hoist and Winch Operators;45.45;94,530
New York;53-7051;Industrial Truck and Tractor Operators;24.78;51,540
New York;53-7061;Cleaners of Vehicles and Equipment;22.72;47,250
New York;53-7062;Laborers and Freight, Stock, and Material Movers, Hand;21.13;43,950
New York;53-7063;Machine Feeders and Offbearers;21.98;45,720
New York;53-7064;Packers and Packagers, Hand;17.89;37,220
New York;53-7065;Stockers and Order Fillers;19.44;40,430
New York;53-7071;Gas Compressor and Gas Pumping Station Operators;26.76;55,650
New York;53-7072;Pump Operators, Except Wellhead Pumpers;27.98;58,190
New York;53-7073;Wellhead Pumpers;17.95;37,330
New York;53-7081;Refuse and Recyclable Material Collectors;29.08;60,480
New York;53-7121;Tank Car, Truck, and Ship Loaders;28.64;59,580
New York;53-7199;Material Moving Workers, All Other;27.72;57,660
North Carolina;00-0000;All Occupations;28.71;59,730
North Carolina;11-0000;Management Occupations;63.95;133,010
North Carolina;11-1011;Chief Executives;162.17;337,320
North Carolina;11-1021;General and Operations Managers;63.75;132,590
North Carolina;11-2011;Advertising and Promotions Managers;70.96;147,600
North Carolina;11-2021;Marketing Managers;75.94;157,960
North Carolina;11-2022;Sales Managers;72.18;150,130
North Carolina;11-2032;Public Relations Managers;71.34;148,380
North Carolina;11-2033;Fundraising Managers;58.26;121,180
North Carolina;11-3012;Administrative Services Managers;52.28;108,740
North Carolina;11-3013;Facilities Managers;50.56;105,160
North Carolina;11-3021;Computer and Information Systems Managers;84.72;176,210
North Carolina;11-3031;Financial Managers;81.06;168,610
North Carolina;11-3051;Industrial Production Managers;59.48;123,710
North Carolina;11-3061;Purchasing Managers;65.96;137,200
North Carolina;11-3071;Transportation, Storage, and Distribution Managers;52.38;108,960
North Carolina;11-3111;Compensation and Benefits Managers;67.93;141,300
North Carolina;11-3121;Human Resources Managers;68.05;141,540
North Carolina;11-3131;Training and Development Managers;61.62;128,170
North Carolina;11-9013;Farmers, Ranchers, and Other Agricultural Managers;44.10;91,730
North Carolina;11-9021;Construction Managers;54.21;112,760
North Carolina;11-9031;Education and Childcare Administrators, Preschool and Daycare;26.96;56,070
North Carolina;11-9032;Education Administrators, Kindergarten through Secondary;*;85,600
North Carolina;11-9033;Education Administrators, Postsecondary;54.17;112,680
North Carolina;11-9039;Education Administrators, All Other;43.30;90,070
North Carolina;11-9041;Architectural and Engineering Managers;76.86;159,870
North Carolina;11-9051;Food Service Managers;34.15;71,020
North Carolina;11-9072;Entertainment and Recreation Managers, Except Gambling;39.07;81,270
North Carolina;11-9081;Lodging Managers;36.29;75,470
North Carolina;11-9111;Medical and Health Services Managers;61.36;127,620
North Carolina;11-9121;Natural Sciences Managers;85.30;177,420
North Carolina;11-9131;Postmasters and Mail Superintendents;43.50;90,470
North Carolina;11-9141;Property, Real Estate, and Community Association Managers;42.73;88,870
North Carolina;11-9151;Social and Community Service Managers;36.10;75,100
North Carolina;11-9161;Emergency Management Directors;40.70;84,650
North Carolina;11-9171;Funeral Home Managers;41.34;85,980
North Carolina;11-9179;Personal Service Managers, All Other;32.75;68,120
North Carolina;11-9199;Managers, All Other;64.55;134,260
North Carolina;13-0000;Business and Financial Operations Occupations;42.03;87,410
North Carolina;13-1011;Agents and Business Managers of Artists, Performers, and Athletes;*;*
North Carolina;13-1020;Buyers and Purchasing Agents;35.07;72,950
North Carolina;13-1031;Claims Adjusters, Examiners, and Investigators;36.18;75,250
North Carolina;13-1032;Insurance Appraisers, Auto Damage;34.92;72,640
North Carolina;13-1041;Compliance Officers;37.27;77,530
North Carolina;13-1051;Cost Estimators;33.13;68,920
North Carolina;13-1071;Human Resources Specialists;35.10;73,010
North Carolina;13-1075;Labor Relations Specialists;43.15;89,760
North Carolina;13-1081;Logisticians;38.38;79,820
North Carolina;13-1082;Project Management Specialists;49.67;103,310
North Carolina;13-1111;Management Analysts;52.51;109,220
North Carolina;13-1121;Meeting, Convention, and Event Planners;27.79;57,810
North Carolina;13-1131;Fundraisers;29.62;61,610
North Carolina;13-1141;Compensation, Benefits, and Job Analysis Specialists;34.90;72,590
North Carolina;13-1151;Training and Development Specialists;31.72;65,980
North Carolina;13-1161;Market Research Analysts and Marketing Specialists;39.88;82,950
North Carolina;13-1199;Business Operations Specialists, All Other;39.87;82,930
North Carolina;13-2011;Accountants and Auditors;43.69;90,870
North Carolina;13-2020;Property Appraisers and Assessors;31.60;65,730
North Carolina;13-2031;Budget Analysts;39.04;81,210
North Carolina;13-2041;Credit Analysts;47.95;99,730
North Carolina;13-2051;Financial and Investment Analysts;50.29;104,610
North Carolina;13-2052;Personal Financial Advisors;65.98;137,240
North Carolina;13-2053;Insurance Underwriters;39.87;82,930
North Carolina;13-2054;Financial Risk Specialists;58.51;121,710
North Carolina;13-2061;Financial Examiners;46.60;96,920
North Carolina;13-2071;Credit Counselors;26.00;54,080
North Carolina;13-2072;Loan Officers;39.59;82,350
North Carolina;13-2081;Tax Examiners and Collectors, and Revenue Agents;31.52;65,560
North Carolina;13-2082;Tax Preparers;27.98;58,200
North Carolina;13-2099;Financial Specialists, All Other;41.93;87,210
North Carolina;15-0000;Computer and Mathematical Occupations;52.92;110,070
North Carolina;15-1211;Computer Systems Analysts;53.64;111,580
North Carolina;15-1212;Information Security Analysts;61.89;128,720
North Carolina;15-1221;Computer and Information Research Scientists;59.02;122,750
North Carolina;15-1231;Computer Network Support Specialists;39.50;82,170
North Carolina;15-1232;Computer User Support Specialists;29.74;61,850
North Carolina;15-1241;Computer Network Architects;60.43;125,700
North Carolina;15-1242;Database Administrators;50.23;104,480
North Carolina;15-1243;Database Architects;58.87;122,460
North Carolina;15-1244;Network and Computer Systems Administrators;48.11;100,070
North Carolina;15-1251;Computer Programmers;49.57;103,100
North Carolina;15-1252;Software Developers;62.97;130,970
North Carolina;15-1253;Software Quality Assurance Analysts and Testers;48.12;100,100
North Carolina;15-1254;Web Developers;39.48;82,110
North Carolina;15-1255;Web and Digital Interface Designers;43.40;90,280
North Carolina;15-1299;Computer Occupations, All Other;43.82;91,150
North Carolina;15-2011;Actuaries;67.33;140,040
North Carolina;15-2031;Operations Research Analysts;47.61;99,020
North Carolina;15-2041;Statisticians;57.35;119,280
North Carolina;15-2051;Data Scientists;60.55;125,950
North Carolina;15-2099;Mathematical Science Occupations, All Other;60.00;124,800
North Carolina;17-0000;Architecture and Engineering Occupations;41.80;86,950
North Carolina;17-1011;Architects, Except Landscape and Naval;42.44;88,270
North Carolina;17-1012;Landscape Architects;36.35;75,600
North Carolina;17-1021;Cartographers and Photogrammetrists;32.43;67,450
North Carolina;17-1022;Surveyors;32.53;67,670
North Carolina;17-2011;Aerospace Engineers;55.29;115,000
North Carolina;17-2031;Bioengineers and Biomedical Engineers;46.68;97,090
North Carolina;17-2041;Chemical Engineers;52.22;108,620
North Carolina;17-2051;Civil Engineers;45.61;94,880
North Carolina;17-2061;Computer Hardware Engineers;67.62;140,650
North Carolina;17-2071;Electrical Engineers;51.90;107,940
North Carolina;17-2072;Electronics Engineers, Except Computer;51.36;106,840
North Carolina;17-2081;Environmental Engineers;50.63;105,310
North Carolina;17-2111;Health and Safety Engineers, Except Mining Safety Engineers and Inspectors;56.65;117,820
North Carolina;17-2112;Industrial Engineers;46.44;96,600
North Carolina;17-2131;Materials Engineers;46.15;95,990
North Carolina;17-2141;Mechanical Engineers;46.92;97,590
North Carolina;17-2151;Mining and Geological Engineers, Including Mining Safety Engineers;40.66;84,580
North Carolina;17-2161;Nuclear Engineers;56.56;117,640
North Carolina;17-2199;Engineers, All Other;52.66;109,530
North Carolina;17-3011;Architectural and Civil Drafters;29.87;62,140
North Carolina;17-3012;Electrical and Electronics Drafters;30.19;62,790
North Carolina;17-3013;Mechanical Drafters;30.13;62,670
North Carolina;17-3019;Drafters, All Other;25.72;53,500
North Carolina;17-3021;Aerospace Engineering and Operations Technologists and Technicians;36.45;75,820
North Carolina;17-3022;Civil Engineering Technologists and Technicians;27.25;56,680
North Carolina;17-3023;Electrical and Electronic Engineering Technologists and Technicians;33.57;69,820
North Carolina;17-3024;Electro-Mechanical and Mechatronics Technologists and Technicians;26.45;55,010
North Carolina;17-3025;Environmental Engineering Technologists and Technicians;28.25;58,750
North Carolina;17-3026;Industrial Engineering Technologists and Technicians;30.41;63,250
North Carolina;17-3027;Mechanical Engineering Technologists and Technicians;29.50;61,360
North Carolina;17-3028;Calibration Technologists and Technicians;35.48;73,800
North Carolina;17-3029;Engineering Technologists and Technicians, Except Drafters, All Other;33.83;70,360
North Carolina;17-3031;Surveying and Mapping Technicians;22.56;46,930
North Carolina;19-0000;Life, Physical, and Social Science Occupations;39.91;83,020
North Carolina;19-1012;Food Scientists and Technologists;30.38;63,180
North Carolina;19-1013;Soil and Plant Scientists;36.38;75,670
North Carolina;19-1021;Biochemists and Biophysicists;*;*
North Carolina;19-1022;Microbiologists;43.29;90,040
North Carolina;19-1023;Zoologists and Wildlife Biologists;33.35;69,370
North Carolina;19-1029;Biological Scientists, All Other;49.59;103,150
North Carolina;19-1031;Conservation Scientists;31.07;64,620
North Carolina;19-1032;Foresters;32.50;67,590
North Carolina;19-1041;Epidemiologists;53.08;110,410
North Carolina;19-1042;Medical Scientists, Except Epidemiologists;56.26;117,030
North Carolina;19-1099;Life Scientists, All Other;53.17;110,590
North Carolina;19-2012;Physicists;70.31;146,250
North Carolina;19-2021;Atmospheric and Space Scientists;48.77;101,450
North Carolina;19-2031;Chemists;41.79;86,920
North Carolina;19-2032;Materials Scientists;49.36;102,660
North Carolina;19-2041;Environmental Scientists and Specialists, Including Health;36.25;75,410
North Carolina;19-2042;Geoscientists, Except Hydrologists and Geographers;42.30;87,980
North Carolina;19-2043;Hydrologists;35.98;74,830
North Carolina;19-2099;Physical Scientists, All Other;50.85;105,770
North Carolina;19-3011;Economists;52.77;109,770
North Carolina;19-3022;Survey Researchers;43.05;89,540
North Carolina;19-3032;Industrial-Organizational Psychologists;41.54;86,400
North Carolina;19-3033;Clinical and Counseling Psychologists;43.94;91,390
North Carolina;19-3034;School Psychologists;33.20;69,060
North Carolina;19-3039;Psychologists, All Other;53.46;111,190
North Carolina;19-3041;Sociologists;57.07;118,700
North Carolina;19-3051;Urban and Regional Planners;36.44;75,800
North Carolina;19-3091;Anthropologists and Archeologists;34.13;70,990
North Carolina;19-3093;Historians;40.90;85,070
North Carolina;19-3099;Social Scientists and Related Workers, All Other;44.23;91,990
North Carolina;19-4012;Agricultural Technicians;22.20;46,170
North Carolina;19-4013;Food Science Technicians;22.76;47,350
North Carolina;19-4021;Biological Technicians;24.37;50,680
North Carolina;19-4031;Chemical Technicians;28.48;59,240
North Carolina;19-4042;Environmental Science and Protection Technicians, Including Health;23.62;49,120
North Carolina;19-4044;Hydrologic Technicians;26.17;54,430
North Carolina;19-4051;Nuclear Technicians;48.44;100,750
North Carolina;19-4061;Social Science Research Assistants;27.39;56,960
North Carolina;19-4071;Forest and Conservation Technicians;23.74;49,370
North Carolina;19-4092;Forensic Science Technicians;26.21;54,510
North Carolina;19-4099;Life, Physical, and Social Science Technicians, All Other;32.58;67,770
North Carolina;19-5011;Occupational Health and Safety Specialists;39.81;82,800
North Carolina;19-5012;Occupational Health and Safety Technicians;29.30;60,950
North Carolina;21-0000;Community and Social Service Occupations;25.81;53,680
North Carolina;21-1012;Educational, Guidance, and Career Counselors and Advisors;25.63;53,320
North Carolina;21-1013;Marriage and Family Therapists;25.54;53,120
North Carolina;21-1015;Rehabilitation Counselors;20.44;42,520
North Carolina;21-1018;Substance Abuse, Behavioral Disorder, and Mental Health Counselors;27.17;56,510
North Carolina;21-1019;Counselors, All Other;24.46;50,880
North Carolina;21-1021;Child, Family, and School Social Workers;25.78;53,630
North Carolina;21-1022;Healthcare Social Workers;31.05;64,590
North Carolina;21-1023;Mental Health and Substance Abuse Social Workers;25.31;52,640
North Carolina;21-1029;Social Workers, All Other;32.82;68,270
North Carolina;21-1091;Health Education Specialists;31.30;65,110
North Carolina;21-1092;Probation Officers and Correctional Treatment Specialists;25.71;53,470
North Carolina;21-1093;Social and Human Service Assistants;19.93;41,440
North Carolina;21-1094;Community Health Workers;24.49;50,930
North Carolina;21-1099;Community and Social Service Specialists, All Other;25.19;52,390
North Carolina;21-2011;Clergy;27.15;56,470
North Carolina;21-2021;Directors, Religious Activities and Education;33.94;70,580
North Carolina;21-2099;Religious Workers, All Other;15.70;32,660
North Carolina;23-0000;Legal Occupations;55.78;116,030
North Carolina;23-1011;Lawyers;79.52;165,410
North Carolina;23-1021;Administrative Law Judges, Adjudicators, and Hearing Officers;57.54;119,670
North Carolina;23-1022;Arbitrators, Mediators, and Conciliators;35.45;73,730
North Carolina;23-1023;Judges, Magistrate Judges, and Magistrates;73.16;152,170
North Carolina;23-2011;Paralegals and Legal Assistants;27.82;57,860
North Carolina;23-2093;Title Examiners, Abstractors, and Searchers;27.31;56,810
North Carolina;23-2099;Legal Support Workers, All Other;40.92;85,110
North Carolina;25-0000;Educational Instruction and Library Occupations;26.71;55,550
North Carolina;25-1011;Business Teachers, Postsecondary;*;97,370
North Carolina;25-1021;Computer Science Teachers, Postsecondary;*;84,030
North Carolina;25-1022;Mathematical Science Teachers, Postsecondary;*;80,390
North Carolina;25-1031;Architecture Teachers, Postsecondary;*;84,440
North Carolina;25-1032;Engineering Teachers, Postsecondary;*;114,000
North Carolina;25-1041;Agricultural Sciences Teachers, Postsecondary;*;99,610
North Carolina;25-1042;Biological Science Teachers, Postsecondary;*;88,800
North Carolina;25-1043;Forestry and Conservation Science Teachers, Postsecondary;*;112,020
North Carolina;25-1051;Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary;*;104,470
North Carolina;25-1052;Chemistry Teachers, Postsecondary;*;94,530
North Carolina;25-1053;Environmental Science Teachers, Postsecondary;*;97,850
North Carolina;25-1054;Physics Teachers, Postsecondary;*;97,680
North Carolina;25-1061;Anthropology and Archeology Teachers, Postsecondary;*;82,160
North Carolina;25-1062;Area, Ethnic, and Cultural Studies Teachers, Postsecondary;*;86,270
North Carolina;25-1063;Economics Teachers, Postsecondary;*;128,080
North Carolina;25-1064;Geography Teachers, Postsecondary;*;87,820
North Carolina;25-1065;Political Science Teachers, Postsecondary;*;97,070
North Carolina;25-1066;Psychology Teachers, Postsecondary;*;81,360
North Carolina;25-1067;Sociology Teachers, Postsecondary;*;80,710
North Carolina;25-1069;Social Sciences Teachers, Postsecondary, All Other;*;80,720
North Carolina;25-1071;Health Specialties Teachers, Postsecondary;*;149,600
North Carolina;25-1072;Nursing Instructors and Teachers, Postsecondary;*;76,970
North Carolina;25-1081;Education Teachers, Postsecondary;*;71,160
North Carolina;25-1082;Library Science Teachers, Postsecondary;*;77,010
North Carolina;25-1111;Criminal Justice and Law Enforcement Teachers, Postsecondary;*;58,530
North Carolina;25-1112;Law Teachers, Postsecondary;*;137,350
North Carolina;25-1113;Social Work Teachers, Postsecondary;*;71,260
North Carolina;25-1121;Art, Drama, and Music Teachers, Postsecondary;*;71,400
North Carolina;25-1122;Communications Teachers, Postsecondary;*;72,300
North Carolina;25-1123;English Language and Literature Teachers, Postsecondary;*;67,750
North Carolina;25-1124;Foreign Language and Literature Teachers, Postsecondary;*;70,360
North Carolina;25-1125;History Teachers, Postsecondary;*;77,850
North Carolina;25-1126;Philosophy and Religion Teachers, Postsecondary;*;82,660
North Carolina;25-1192;Family and Consumer Sciences Teachers, Postsecondary;*;78,710
North Carolina;25-1193;Recreation and Fitness Studies Teachers, Postsecondary;*;70,090
North Carolina;25-1194;Career/Technical Education Teachers, Postsecondary;27.74;57,710
North Carolina;25-1199;Postsecondary Teachers, All Other;*;*
North Carolina;25-2011;Preschool Teachers, Except Special Education;16.57;34,460
North Carolina;25-2012;Kindergarten Teachers, Except Special Education;*;52,090
North Carolina;25-2021;Elementary School Teachers, Except Special Education;*;52,560
North Carolina;25-2022;Middle School Teachers, Except Special and Career/Technical Education;*;52,830
North Carolina;25-2023;Career/Technical Education Teachers, Middle School;*;54,480
North Carolina;25-2031;Secondary School Teachers, Except Special and Career/Technical Education;*;53,920
North Carolina;25-2032;Career/Technical Education Teachers, Secondary School;*;56,130
North Carolina;25-2051;Special Education Teachers, Preschool;*;53,960
North Carolina;25-2052;Special Education Teachers, Kindergarten and Elementary School;*;54,620
North Carolina;25-2057;Special Education Teachers, Middle School;*;55,670
North Carolina;25-2058;Special Education Teachers, Secondary School;*;53,330
North Carolina;25-2059;Special Education Teachers, All Other;*;*
North Carolina;25-3011;Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors;26.14;54,370
North Carolina;25-3021;Self-Enrichment Teachers;21.68;45,090
North Carolina;25-3031;Substitute Teachers, Short-Term;15.74;32,740
North Carolina;25-3041;Tutors;20.26;42,130
North Carolina;25-3099;Teachers and Instructors, All Other;*;61,200
North Carolina;25-4011;Archivists;27.50;57,200
North Carolina;25-4012;Curators;27.62;57,450
North Carolina;25-4013;Museum Technicians and Conservators;20.52;42,680
North Carolina;25-4022;Librarians and Media Collections Specialists;29.79;61,970
North Carolina;25-4031;Library Technicians;20.27;42,160
North Carolina;25-9021;Farm and Home Management Educators;29.31;60,960
North Carolina;25-9031;Instructional Coordinators;31.26;65,030
North Carolina;25-9044;Teaching Assistants, Postsecondary;*;37,790
North Carolina;25-9045;Teaching Assistants, Except Postsecondary;*;28,000
North Carolina;25-9099;Educational Instruction and Library Workers, All Other;29.29;60,910
North Carolina;27-0000;Arts, Design, Entertainment, Sports, and Media Occupations;29.72;61,820
North Carolina;27-1011;Art Directors;49.48;102,930
North Carolina;27-1013;Fine Artists, Including Painters, Sculptors, and Illustrators;*;*
North Carolina;27-1014;Special Effects Artists and Animators;36.63;76,200
North Carolina;27-1019;Artists and Related Workers, All Other;37.80;78,630
North Carolina;27-1021;Commercial and Industrial Designers;42.36;88,100
North Carolina;27-1022;Fashion Designers;37.68;78,370
North Carolina;27-1023;Floral Designers;17.26;35,900
North Carolina;27-1024;Graphic Designers;28.75;59,810
North Carolina;27-1025;Interior Designers;28.43;59,130
North Carolina;27-1026;Merchandise Displayers and Window Trimmers;18.01;37,470
North Carolina;27-1027;Set and Exhibit Designers;23.21;48,280
North Carolina;27-1029;Designers, All Other;34.09;70,910
North Carolina;27-2011;Actors;24.44;*
North Carolina;27-2012;Producers and Directors;34.73;72,250
North Carolina;27-2021;Athletes and Sports Competitors;*;*
North Carolina;27-2022;Coaches and Scouts;*;60,250
North Carolina;27-2023;Umpires, Referees, and Other Sports Officials;*;31,480
North Carolina;27-2031;Dancers;14.45;*
North Carolina;27-2032;Choreographers;32.75;68,120
North Carolina;27-2041;Music Directors and Composers;25.49;53,030
North Carolina;27-2042;Musicians and Singers;30.78;*
North Carolina;27-2091;Disc Jockeys, Except Radio;17.48;*
North Carolina;27-2099;Entertainers and Performers, Sports and Related Workers, All Other;18.69;*
North Carolina;27-3011;Broadcast Announcers and Radio Disc Jockeys;35.39;73,610
North Carolina;27-3023;News Analysts, Reporters, and Journalists;30.87;64,200
North Carolina;27-3031;Public Relations Specialists;33.86;70,440
North Carolina;27-3041;Editors;33.87;70,450
North Carolina;27-3042;Technical Writers;42.30;87,990
North Carolina;27-3043;Writers and Authors;32.74;68,100
North Carolina;27-3091;Interpreters and Translators;27.07;56,300
North Carolina;27-3092;Court Reporters and Simultaneous Captioners;31.29;65,090
North Carolina;27-3099;Media and Communication Workers, All Other;28.81;59,920
North Carolina;27-4011;Audio and Video Technicians;23.00;47,840
North Carolina;27-4012;Broadcast Technicians;22.57;46,940
North Carolina;27-4014;Sound Engineering Technicians;27.49;57,170
North Carolina;27-4015;Lighting Technicians;30.83;64,120
North Carolina;27-4021;Photographers;24.61;51,200
North Carolina;27-4031;Camera Operators, Television, Video, and Film;32.73;68,070
North Carolina;27-4032;Film and Video Editors;26.20;54,490
North Carolina;27-4099;Media and Communication Equipment Workers, All Other;42.71;88,840
North Carolina;29-0000;Healthcare Practitioners and Technical Occupations;44.30;92,140
North Carolina;29-1011;Chiropractors;41.02;85,320
North Carolina;29-1021;Dentists, General;98.55;204,980
North Carolina;29-1022;Oral and Maxillofacial Surgeons;173.79;361,480
North Carolina;29-1023;Orthodontists;#;#
North Carolina;29-1029;Dentists, All Other Specialists;95.33;198,280
North Carolina;29-1031;Dietitians and Nutritionists;31.21;64,910
North Carolina;29-1041;Optometrists;82.29;171,170
